old_id,occ_id,l1_num,l2_num,l3_num,src_l1,occupation,name,file
N1072045,OCC-11-00046,11,1107,110724,V,青铜器研究员,酦瀚黳,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-N-华北/35-44/N1072045-酦瀚黳.md
N1072046,OCC-11-00047,11,1107,110724,V,青铜器研究员,鄇鯙鴒,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/45-54/N1072046-鄇鯙鴒.md
N1072047,OCC-11-00048,11,1107,110724,V,青铜器研究员,酇鼄鮼,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/35-44/N1072047-酇鼄鮼.md
N1072048,OCC-11-00049,11,1107,110724,V,青铜器研究员,酹麆鯄,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-S-华南/25-34/N1072048-酹麆鯄.md
N1072049,OCC-11-00050,11,1107,110724,V,青铜器研究员,鄳鶭鯌,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NW-西北/35-44/N1072049-鄳鶭鯌.md
N1072050,OCC-11-00051,11,1107,110724,V,青铜器研究员,鄥龘鷅,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-S-华南/45-54/N1072050-鄥龘鷅.md
N1072051,OCC-11-00052,11,1107,110724,V,青铜器研究员,酄鯩鳻,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-SW-西南/55-64/N1072051-酄鯩鳻.md
N1072052,OCC-11-00053,11,1107,110724,V,青铜器研究员,鄇麗齆,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/16-24/N1072052-鄇麗齆.md
N1072053,OCC-11-00054,11,1107,110724,V,青铜器研究员,鄚鷻鲕,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/25-34/N1072053-鄚鷻鲕.md
N1072054,OCC-11-00055,11,1107,110724,V,青铜器研究员,酢鳟鱬,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-C-华中/35-44/N1072054-酢鳟鱬.md
N1072055,OCC-11-00056,11,1107,110724,V,青铜器研究员,鄢鷩鯼,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-SW-西南/25-34/N1072055-鄢鷩鯼.md
N1072056,OCC-11-00057,11,1107,110724,V,青铜器研究员,鄷鼑鶄,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-SW-西南/25-34/N1072056-鄷鼑鶄.md
N1072057,OCC-11-00058,11,1107,110724,V,青铜器研究员,酊鴀鷛,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/25-34/N1072057-酊鴀鷛.md
N1072058,OCC-11-00059,11,1107,110724,V,青铜器研究员,鄾齎鯑,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/55-64/N1072058-鄾齎鯑.md
N1072059,OCC-11-00060,11,1107,110724,V,青铜器研究员,酆鶇黷,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-S-华南/55-64/N1072059-酆鶇黷.md
N1072060,OCC-11-00061,11,1107,110724,V,青铜器保护师,鄈鮕鼠,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/25-34/N1072060-鄈鮕鼠.md
N1072061,OCC-11-00062,11,1107,110724,V,青铜器保护师,酭鲖鯺,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-C-华中/25-34/N1072061-酭鲖鯺.md
N1072062,OCC-11-00063,11,1107,110724,V,青铜器保护师,酅鵼麷,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NW-西北/35-44/N1072062-酅鵼麷.md
N1072063,OCC-11-00064,11,1107,110724,V,青铜器保护师,鄃鬸鴩,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-C-华中/35-44/N1072063-鄃鬸鴩.md
N1072064,OCC-11-00065,11,1107,110724,V,青铜器保护师,郾鸇鸳,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-S-华南/55-64/N1072064-郾鸇鸳.md
N1072065,OCC-11-00066,11,1107,110724,V,青铜器保护师,鄅魎魂,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NW-西北/25-34/N1072065-鄅魎魂.md
N1072066,OCC-11-00067,11,1107,110724,V,青铜器保护师,鄝鵧魨,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/45-54/N1072066-鄝鵧魨.md
N1072067,OCC-11-00068,11,1107,110724,V,青铜器保护师,郢鰆鳄,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/45-54/N1072067-郢鰆鳄.md
N1072068,OCC-11-00069,11,1107,110724,V,青铜器保护师,鄝鴮鼦,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-S-华南/35-44/N1072068-鄝鴮鼦.md
N1072069,OCC-11-00070,11,1107,110724,V,青铜器保护师,鄨鸇魷,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NW-西北/25-34/N1072069-鄨鸇魷.md
N1072070,OCC-11-00071,11,1107,110724,V,青铜器保护师,昝麖鸈,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-SW-西南/25-34/N1072070-昝麖鸈.md
N1072071,OCC-11-00072,11,1107,110724,V,青铜器保护师,鄖魿鷔,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/16-24/N1072071-鄖魿鷔.md
N1072072,OCC-11-00073,11,1107,110724,V,青铜器保护师,鄷鴑鵎,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/25-34/N1072072-鄷鴑鵎.md
N1072073,OCC-11-00074,11,1107,110724,V,青铜器保护师,鄁鯿龢,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/35-44/N1072073-鄁鯿龢.md
N1072074,OCC-11-00075,11,1107,110724,V,青铜器保护师,酆髠鬇,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/25-34/N1072074-酆髠鬇.md
N1072075,OCC-11-00076,11,1107,110724,V,青铜器保护师,酆魧鵖,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/45-54/N1072075-酆魧鵖.md
N1072076,OCC-11-00077,11,1107,110724,V,青铜器保护师,鄤鬙鴹,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NE-东北/25-34/N1072076-鄤鬙鴹.md
N1072077,OCC-11-00078,11,1107,110724,V,青铜器保护师,郗黒魓,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/45-54/N1072077-郗黒魓.md
N1072078,OCC-11-00079,11,1107,110724,V,青铜器保护师,酭黒髠,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/35-44/N1072078-酭黒髠.md
N1072079,OCC-11-00080,11,1107,110724,V,青铜器保护师,鄔鸮鱴,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/35-44/N1072079-鄔鸮鱴.md
N1072080,OCC-11-00081,11,1107,110724,V,青铜器数字化工程师,郛鲕髽,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NW-西北/45-54/N1072080-郛鲕髽.md
N1072081,OCC-11-00082,11,1107,110724,V,青铜器数字化工程师,酆鵢髉,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NW-西北/35-44/N1072081-酆鵢髉.md
N1072082,OCC-11-00083,11,1107,110724,V,青铜器数字化工程师,郛鹘鸭,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/35-44/N1072082-郛鹘鸭.md
N1072083,OCC-11-00084,11,1107,110724,V,青铜器数字化工程师,郓麛齢,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NW-西北/35-44/N1072083-郓麛齢.md
N1072084,OCC-11-00085,11,1107,110724,V,青铜器数字化工程师,酯麫麫,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/45-54/N1072084-酯麫麫.md
N1072085,OCC-11-00086,11,1107,110724,V,青铜器数字化工程师,酯鵌鯻,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-N-华北/45-54/N1072085-酯鵌鯻.md
N1072086,OCC-11-00087,11,1107,110724,V,青铜器数字化工程师,鄄鴜鴑,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-SW-西南/35-44/N1072086-鄄鴜鴑.md
N1072087,OCC-11-00088,11,1107,110724,V,青铜器数字化工程师,酃鶮鵍,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/25-34/N1072087-酃鶮鵍.md
N1072088,OCC-11-00089,11,1107,110724,V,青铜器数字化工程师,鄗鴉鸨,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-C-华中/35-44/N1072088-鄗鴉鸨.md
N1072089,OCC-11-00090,11,1107,110724,V,青铜器数字化工程师,郞齸鸘,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NE-东北/25-34/N1072089-郞齸鸘.md
N1072090,OCC-11-00091,11,1107,110724,V,青铜器数字化工程师,鄮鷆鴙,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/45-54/N1072090-鄮鷆鴙.md
N1072091,OCC-11-00092,11,1107,110724,V,青铜器数字化工程师,郹鮏鮩,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/55-64/N1072091-郹鮏鮩.md
N1072092,OCC-11-00093,11,1107,110724,V,青铜器数字化工程师,鄬麭鱠,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-C-华中/25-34/N1072092-鄬麭鱠.md
N1072093,OCC-11-00094,11,1107,110724,V,青铜器数字化工程师,酩鷠鷝,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/45-54/N1072093-酩鷠鷝.md
N1072094,OCC-11-00095,11,1107,110724,V,青铜器数字化工程师,郖黁鯎,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-SW-西南/25-34/N1072094-郖黁鯎.md
N1072095,OCC-11-00096,11,1107,110724,V,青铜器数字化工程师,郣鯳龚,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/XX-未知/45-54/N1072095-郣鯳龚.md
N1072096,OCC-11-00097,11,1107,110724,V,青铜器数字化工程师,鄛鹵鲊,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-N-华北/55-64/N1072096-鄛鹵鲊.md
N1072097,OCC-11-00098,11,1107,110724,V,青铜器数字化工程师,鄸鮟鶍,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NE-东北/35-44/N1072097-鄸鮟鶍.md
N1072098,OCC-11-00099,11,1107,110724,V,青铜器数字化工程师,郤麘麺,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-NW-西北/35-44/N1072098-郤麘麺.md
N1072099,OCC-11-00100,11,1107,110724,V,青铜器数字化工程师,酁鮦鲲,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110724-青铜器保护与修复/CN-E-华东/45-54/N1072099-酁鮦鲲.md
N1036990,OCC-11-00001,11,1107,110722,V,文物修复师,储鹤,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-E-华东/35-44/N1036990-储鹤.md
N1036991,OCC-11-00002,11,1107,110722,V,公共传播专员,巫鹏,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-E-华东/25-34/N1036991-巫鹏.md
N1036992,OCC-11-00003,11,1107,110722,V,艺术品经纪人,安璇,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-S-华南/35-44/N1036992-安璇.md
N1036993,OCC-11-00004,11,1107,110722,V,文物修复师,松雅,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-NW-西北/55-64/N1036993-松雅.md
N1036994,OCC-11-00005,11,1107,110722,V,档案管理员,山凯,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-SW-西南/45-54/N1036994-山凯.md
N1036995,OCC-11-00006,11,1107,110722,V,群众文化专员,管奕,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-E-华东/25-34/N1036995-管奕.md
N1036996,OCC-11-00007,11,1107,110722,V,档案管理员,牛澈,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-E-华东/45-54/N1036996-牛澈.md
N1036997,OCC-11-00008,11,1107,110722,V,考古发掘领队,逮皓,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-SW-西南/25-34/N1036997-逮皓.md
N1036998,OCC-11-00009,11,1107,110722,V,田野考古员,瞿棠,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-C-华中/16-24/N1036998-瞿棠.md
N1036999,OCC-11-00010,11,1107,110722,V,田野考古员,杨华,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110722-艺术品拍卖与经纪/CN-E-华东/45-54/N1036999-杨华.md
N1036900,OCC-11-00001,11,1107,110711,V,博物馆策展人,慕皎,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-S-华南/25-34/N1036900-慕皎.md
N1036901,OCC-11-00002,11,1107,110711,V,档案馆员,利发,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-SW-西南/35-44/N1036901-利发.md
N1036902,OCC-11-00003,11,1107,110711,V,考古发掘领队,简梁,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-NW-西北/25-34/N1036902-简梁.md
N1036903,OCC-11-00004,11,1107,110711,V,田野考古员,游逸,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-S-华南/25-34/N1036903-游逸.md
N1036904,OCC-11-00005,11,1107,110711,V,文献管理员,游清,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-C-华中/35-44/N1036904-游清.md
N1036905,OCC-11-00006,11,1107,110711,V,艺术品经纪人,戈昕,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-N-华北/25-34/N1036905-戈昕.md
N1036906,OCC-11-00007,11,1107,110711,V,博物馆讲解员,滑安,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-E-华东/35-44/N1036906-滑安.md
N1036907,OCC-11-00008,11,1107,110711,V,博物馆讲解员,国妆,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-NE-东北/35-44/N1036907-国妆.md
N1036908,OCC-11-00009,11,1107,110711,V,博物馆讲解员,萧松,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/XX-未知/55-64/N1036908-萧松.md
N1036909,OCC-11-00010,11,1107,110711,V,传统工艺师,庄潮,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-S-华南/55-64/N1036909-庄潮.md
N1036940,OCC-11-00011,11,1107,110711,V,艺术拍卖师,慕柏,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-E-华东/16-24/N1036940-慕柏.md
N1036941,OCC-11-00012,11,1107,110711,V,传统工艺师,文慧,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-E-华东/55-64/N1036941-文慧.md
N1036942,OCC-11-00013,11,1107,110711,V,文献管理员,空芬,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-NE-东北/35-44/N1036942-空芬.md
N1036943,OCC-11-00014,11,1107,110711,V,非遗传承人,吉敏,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-E-华东/45-54/N1036943-吉敏.md
N1036944,OCC-11-00015,11,1107,110711,V,图书馆员,谯流,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-E-华东/35-44/N1036944-谯流.md
N1036945,OCC-11-00016,11,1107,110711,V,公共传播专员,昌宸,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-E-华东/35-44/N1036945-昌宸.md
N1036946,OCC-11-00017,11,1107,110711,V,传统工艺师,乐鸿,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-E-华东/16-24/N1036946-乐鸿.md
N1036947,OCC-11-00018,11,1107,110711,V,档案馆员,柴滋,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-E-华东/55-64/N1036947-柴滋.md
N1036948,OCC-11-00019,11,1107,110711,V,群众文化专员,谷娴,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-SW-西南/35-44/N1036948-谷娴.md
N1036949,OCC-11-00020,11,1107,110711,V,档案馆员,蒙芷,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110711-文博策展与展陈/CN-N-华北/35-44/N1036949-蒙芷.md
N1036910,OCC-11-00001,11,1107,110713,V,非遗传承人,戈煊,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-C-华中/45-54/N1036910-戈煊.md
N1036911,OCC-11-00002,11,1107,110713,V,公共传播专员,须翠,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-S-华南/25-34/N1036911-须翠.md
N1036912,OCC-11-00003,11,1107,110713,V,公共传播专员,弘素,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-SW-西南/25-34/N1036912-弘素.md
N1036913,OCC-11-00004,11,1107,110713,V,田野考古员,舒润,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-N-华北/45-54/N1036913-舒润.md
N1036914,OCC-11-00005,11,1107,110713,V,档案管理员,颜柔,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-E-华东/25-34/N1036914-颜柔.md
N1036915,OCC-11-00006,11,1107,110713,V,群众文化专员,桓浪,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-E-华东/16-24/N1036915-桓浪.md
N1036916,OCC-11-00007,11,1107,110713,V,博物馆教育专员,卜达,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/XX-未知/25-34/N1036916-卜达.md
N1036917,OCC-11-00008,11,1107,110713,V,传统工艺师,劳皎,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-NW-西北/45-54/N1036917-劳皎.md
N1036918,OCC-11-00009,11,1107,110713,V,艺术品经纪人,蔚娴,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-S-华南/25-34/N1036918-蔚娴.md
N1036919,OCC-11-00010,11,1107,110713,V,博物馆教育专员,璩皎,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110713-文物修复与保护/CN-SW-西南/45-54/N1036919-璩皎.md
N1072500,OCC-11-00001,11,1107,110721,V,考古领队,郕鮂鬼,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-N-华北/25-34/N1072500-郕鮂鬼.md
N1072501,OCC-11-00002,11,1107,110721,V,考古领队,鄚鼮鮔,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-N-华北/25-34/N1072501-鄚鼮鮔.md
N1072502,OCC-11-00003,11,1107,110721,V,考古领队,郻鮄鰇,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-N-华北/55-64/N1072502-郻鮄鰇.md
N1072503,OCC-11-00004,11,1107,110721,V,考古领队,郇魁鮓,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/XX-未知/35-44/N1072503-郇魁鮓.md
N1072504,OCC-11-00005,11,1107,110721,V,考古领队,鄪齵黪,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-SW-西南/35-44/N1072504-鄪齵黪.md
N1072505,OCC-11-00006,11,1107,110721,V,考古领队,鄿鬫鼂,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-E-华东/35-44/N1072505-鄿鬫鼂.md
N1072506,OCC-11-00007,11,1107,110721,V,考古领队,鄱鼞麳,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-SW-西南/35-44/N1072506-鄱鼞麳.md
N1072507,OCC-11-00008,11,1107,110721,V,考古领队,鄬鵂鳄,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-N-华北/16-24/N1072507-鄬鵂鳄.md
N1072508,OCC-11-00009,11,1107,110721,V,考古领队,邹黗鵡,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-NW-西北/45-54/N1072508-邹黗鵡.md
N1072509,OCC-11-00010,11,1107,110721,V,考古领队,郣鮖鮸,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-S-华南/25-34/N1072509-郣鮖鮸.md
N1072510,OCC-11-00011,11,1107,110721,V,考古领队,鄁鴇魆,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/XX-未知/35-44/N1072510-鄁鴇魆.md
N1072511,OCC-11-00012,11,1107,110721,V,考古领队,郚鹮麗,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/XX-未知/35-44/N1072511-郚鹮麗.md
N1072512,OCC-11-00013,11,1107,110721,V,考古领队,鄄齷鸭,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/XX-未知/25-34/N1072512-鄄齷鸭.md
N1072513,OCC-11-00014,11,1107,110721,V,考古领队,鄥鲔黬,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-SW-西南/45-54/N1072513-鄥鲔黬.md
N1072514,OCC-11-00015,11,1107,110721,V,考古领队,酗鬈鵯,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-SW-西南/16-24/N1072514-酗鬈鵯.md
N1072515,OCC-11-00016,11,1107,110721,V,考古领队,酦鯏鷠,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/XX-未知/25-34/N1072515-酦鯏鷠.md
N1072516,OCC-11-00017,11,1107,110721,V,考古领队,郥鮲鵫,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/XX-未知/45-54/N1072516-郥鮲鵫.md
N1072517,OCC-11-00018,11,1107,110721,V,考古领队,鄏鮇鷵,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-S-华南/35-44/N1072517-鄏鮇鷵.md
N1072518,OCC-11-00019,11,1107,110721,V,考古领队,鄯鵓鸆,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-NE-东北/35-44/N1072518-鄯鵓鸆.md
N1072519,OCC-11-00020,11,1107,110721,V,考古领队,郴鹢魧,docs/财商流游戏/玩家职业设计/11-文化传媒体育与娱乐/11-07-文博与考古/110721-考古发掘与研究/CN-C-华中/45-54/N1072519-郴鹢魧.md
